,Machine failure,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp difference,Power
1963,0,0,1379,43.3,111,9.800000000000011,59710.7
1964,0,1,1405,46.9,113,9.699999999999989,65894.5
1965,0,0,1581,33.1,116,9.699999999999989,52331.100000000006
1966,0,0,1515,40.5,118,9.700000000000045,61357.5
1967,0,0,1589,37.8,120,9.700000000000045,60064.2
1968,0,0,1281,50.8,122,9.600000000000023,65074.799999999996
1969,0,2,1631,31.3,124,9.699999999999989,51050.3
1970,0,1,1202,67.0,129,9.700000000000045,80534.0
1971,0,0,1298,52.7,132,9.700000000000045,68404.6
1972,0,0,1612,30.7,134,9.700000000000045,49488.4
1973,0,0,1747,25.3,136,9.700000000000045,44199.1
1974,0,0,1450,48.7,138,9.600000000000023,70615.0
1975,0,0,1422,45.6,140,9.699999999999989,64843.200000000004
1976,0,1,1419,47.4,142,9.599999999999966,67260.59999999999
1977,0,1,1633,30.7,145,9.599999999999966,50133.1
1978,0,0,1442,43.6,148,9.699999999999989,62871.200000000004
1979,0,2,1420,45.8,150,9.600000000000023,65035.99999999999
1980,0,1,1301,58.5,155,9.600000000000023,76108.5
1981,0,0,1385,45.0,158,9.600000000000023,62325.0
1982,0,1,1487,41.3,160,9.699999999999989,61413.1
1983,0,1,1459,44.4,163,9.600000000000023,64779.6
1984,0,1,1387,45.5,166,9.5,63108.5
1985,0,0,1537,40.8,169,9.599999999999966,62709.6
1986,0,0,1498,42.9,171,9.5,64264.2
1987,0,1,1599,31.2,173,9.600000000000023,49888.799999999996
1988,0,2,1420,39.2,176,9.599999999999966,55664.00000000001
1989,0,0,1785,23.4,181,9.699999999999989,41769.0
1990,0,0,1423,48.1,183,9.600000000000023,68446.3
1991,0,1,1583,36.6,185,9.600000000000023,57937.8
1992,0,0,1375,46.6,188,9.600000000000023,64075.0
1993,0,1,1463,42.5,190,9.699999999999989,62177.5
1994,0,1,1403,45.1,193,9.699999999999989,63275.3
1995,0,0,1451,47.1,196,9.699999999999989,68342.1
1996,1,1,1416,38.2,198,9.600000000000023,54091.200000000004
1997,0,0,1672,41.3,0,9.800000000000011,69053.59999999999
1998,0,2,1637,30.8,2,9.699999999999989,50419.6
1999,0,0,1540,37.8,7,9.600000000000023,58211.99999999999
2000,0,0,1279,53.1,9,9.700000000000045,67914.90000000001
2001,0,0,1604,34.9,11,9.800000000000011,55979.6
2002,0,0,1654,27.1,13,9.699999999999989,44823.4
2003,0,1,1564,37.5,15,9.699999999999989,58650.0
2004,0,0,1451,47.5,18,9.699999999999989,68922.5
2005,0,0,1504,38.0,20,9.800000000000011,57152.0
2006,0,1,1381,50.5,22,9.800000000000011,69740.5
2007,0,0,1562,34.4,25,9.799999999999955,53732.799999999996
2008,0,0,1811,24.7,27,9.800000000000011,44731.7
2009,0,1,1717,28.7,29,9.699999999999989,49277.9
2010,0,0,1278,60.5,32,9.699999999999989,77319.0
2011,0,0,1616,30.2,34,9.800000000000011,48803.2
2012,0,0,1397,46.4,36,9.799999999999955,64820.799999999996
2013,0,0,1485,42.9,38,9.799999999999955,63706.5
2014,0,0,1310,59.7,40,9.799999999999955,78207.0
2015,1,0,1301,66.3,42,9.699999999999989,86256.3
2016,0,0,1458,44.0,44,9.800000000000011,64152.0
2017,0,0,1483,42.5,46,9.800000000000011,63027.5
2018,0,0,1375,46.4,48,9.800000000000011,63800.0
2019,0,1,1660,27.0,50,9.800000000000011,44820.0
2020,0,2,1560,33.3,53,9.699999999999989,51947.99999999999
2021,0,0,1480,42.2,58,9.800000000000011,62456.00000000001
2022,0,0,1373,46.9,60,9.699999999999989,64393.7
2023,0,0,1444,54.2,62,9.800000000000011,78264.8
2024,0,1,1722,24.7,64,9.900000000000034,42533.4
2025,0,0,1469,39.9,67,9.800000000000011,58613.1
2026,0,1,1360,52.9,69,9.800000000000011,71944.0
2027,0,0,1750,25.8,72,9.699999999999989,45150.0
2028,0,1,1349,46.6,74,9.600000000000023,62863.4
2029,0,0,1668,35.2,77,9.800000000000011,58713.600000000006
2030,0,0,1400,49.5,79,9.700000000000045,69300.0
2031,0,0,1331,62.8,81,9.800000000000011,83586.8
2032,0,0,1444,42.2,83,9.699999999999989,60936.8
2033,0,2,1359,47.6,85,9.699999999999989,64688.4
2034,0,1,1425,47.4,90,9.699999999999989,67545.0
2035,0,1,1469,34.2,93,9.700000000000045,50239.8
2036,0,0,1892,22.8,96,9.699999999999989,43137.6
2037,0,2,1940,19.9,98,9.699999999999989,38606.0
2038,0,0,1405,55.2,103,9.800000000000011,77556.0
2039,0,1,1449,39.6,105,9.899999999999977,57380.4
2040,0,0,1686,29.6,108,9.799999999999955,49905.600000000006
2041,0,0,1680,27.2,110,9.799999999999955,45696.0
2042,0,1,1397,52.4,112,9.799999999999955,73202.8
2043,0,1,1597,30.3,115,9.800000000000011,48389.1
2044,0,0,1470,41.1,118,9.800000000000011,60417.0
2045,0,1,1703,31.3,120,9.800000000000011,53303.9
2046,0,0,1388,45.5,123,9.800000000000011,63154.0
2047,0,0,1775,24.2,125,9.899999999999977,42955.0
2048,0,0,1465,41.5,127,9.899999999999977,60797.5
2049,0,1,1586,37.9,129,9.899999999999977,60109.399999999994
2050,0,1,1675,29.2,132,9.800000000000011,48910.0
2051,0,1,1470,44.4,135,9.800000000000011,65268.0
2052,0,0,1477,40.4,138,9.800000000000011,59670.799999999996
2053,0,0,1382,61.0,140,9.800000000000011,84302.0
2054,0,1,1605,29.8,142,9.799999999999955,47829.0
2055,0,0,1643,32.9,145,9.799999999999955,54054.7
2056,0,0,1333,54.1,147,9.800000000000011,72115.3
2057,0,0,1520,42.3,149,9.800000000000011,64295.99999999999
2058,0,1,1902,24.0,151,9.800000000000011,45648.0
2059,0,2,1386,44.4,154,9.899999999999977,61538.4
2060,0,0,1803,27.7,159,9.899999999999977,49943.1
2061,0,0,1359,50.7,161,9.900000000000034,68901.3
2062,0,1,1477,42.7,163,9.900000000000034,63067.9
2063,0,0,1321,53.4,166,9.900000000000034,70541.4
2064,0,0,1453,41.4,168,9.899999999999977,60154.2
2065,0,0,1419,45.1,170,9.900000000000034,63996.9
2066,0,0,1512,36.2,172,9.900000000000034,54734.4
2067,0,0,1553,36.8,174,9.900000000000034,57150.399999999994
2068,0,1,1534,39.1,176,9.900000000000034,59979.4
2069,0,2,1553,41.0,179,9.900000000000034,63673.0
2070,0,0,1352,49.7,184,9.800000000000011,67194.40000000001
2071,0,1,1313,60.0,186,9.900000000000034,78780.0
2072,0,0,1570,35.5,189,9.899999999999977,55735.0
2073,0,0,1677,31.1,191,9.799999999999955,52154.700000000004
2074,0,0,1602,31.5,193,9.899999999999977,50463.0
2075,1,0,1390,58.8,195,9.899999999999977,81732.0
2076,0,0,1544,36.0,197,9.900000000000034,55584.0
2077,0,0,1701,31.2,199,10.0,53071.2
2078,0,1,1692,28.4,201,9.900000000000034,48052.799999999996
2079,0,1,1523,37.9,204,10.0,57721.7
2080,0,0,2280,15.4,207,9.899999999999977,35112.0
2081,0,1,1485,47.1,209,9.900000000000034,69943.5
2082,0,2,1513,36.1,212,9.800000000000011,54619.3
2083,0,2,1743,28.2,0,9.900000000000034,49152.6
2084,0,0,1442,46.2,5,9.800000000000011,66620.40000000001
2085,0,0,1462,46.7,7,9.800000000000011,68275.40000000001
2086,0,2,1439,49.7,9,9.900000000000034,71518.3
2087,0,0,1577,36.6,14,9.800000000000011,57718.200000000004
2088,0,0,1331,46.4,16,9.799999999999955,61758.4
2089,0,0,1941,22.5,18,9.800000000000011,43672.5
2090,0,0,1393,47.3,20,9.699999999999989,65888.9
2091,0,0,1433,42.1,22,9.800000000000011,60329.3
2092,0,0,1444,48.2,24,9.800000000000011,69600.8
2093,0,0,1564,39.0,26,9.800000000000011,60996.0
2094,0,0,1377,43.6,28,9.900000000000034,60037.200000000004
2095,0,0,1525,41.5,30,9.900000000000034,63287.5
2096,0,1,1387,56.2,32,9.899999999999977,77949.40000000001
2097,0,1,1326,47.5,35,10.0,62985.0
2098,0,0,1401,59.0,38,9.900000000000034,82659.0
2099,0,0,1596,31.8,40,9.900000000000034,50752.8
2100,0,1,1471,46.0,42,10.0,67666.0
2101,0,0,1528,37.8,45,10.0,57758.399999999994
2102,0,0,1325,62.0,47,10.0,82150.0
2103,0,1,1376,46.7,49,9.800000000000011,64259.200000000004
2104,0,1,1600,35.3,52,9.800000000000011,56479.99999999999
2105,0,0,1495,44.0,55,9.800000000000011,65780.0
2106,0,0,1645,28.6,57,9.700000000000045,47047.0
2107,0,1,1417,47.3,59,9.700000000000045,67024.09999999999
2108,0,2,1415,51.7,62,9.600000000000023,73155.5
2109,0,1,1496,43.4,67,9.699999999999989,64926.4
2110,0,2,1508,35.0,70,9.699999999999989,52780.0
2111,0,0,1436,47.9,75,9.600000000000023,68784.4
2112,0,0,1852,22.6,77,9.600000000000023,41855.200000000004
2113,0,0,1863,22.5,79,9.600000000000023,41917.5
2114,0,2,1373,44.1,81,9.700000000000045,60549.3
2115,0,0,1404,47.3,86,9.600000000000023,66409.2
2116,0,1,1381,44.9,88,9.600000000000023,62006.9
2117,0,2,1762,29.3,91,9.5,51626.6
2118,0,2,1429,43.0,96,9.599999999999966,61447.0
2119,0,1,1858,24.7,101,9.599999999999966,45892.6
2120,0,2,1908,21.3,104,9.600000000000023,40640.4
2121,0,1,1503,37.4,109,9.600000000000023,56212.2
2122,0,1,1523,38.9,112,9.600000000000023,59244.7
2123,0,0,1491,38.4,115,9.699999999999989,57254.4
2124,0,0,1430,39.1,117,9.699999999999989,55913.0
2125,1,0,1258,69.4,119,9.599999999999966,87305.20000000001
2126,0,0,1449,46.5,121,9.699999999999989,67378.5
2127,0,2,1425,40.6,123,9.699999999999989,57855.0
2128,0,0,1800,24.3,128,9.600000000000023,43740.0
2129,0,2,1607,33.7,130,9.600000000000023,54155.9
2130,0,0,1391,58.2,135,9.600000000000023,80956.2
2131,0,0,1432,45.4,137,9.700000000000045,65012.799999999996
2132,0,0,1660,28.4,139,9.600000000000023,47144.0
2133,0,2,1732,29.7,141,9.699999999999989,51440.4
2134,0,0,1473,46.3,146,9.699999999999989,68199.9
2135,0,0,1511,47.8,148,9.699999999999989,72225.8
2136,0,0,1588,41.5,150,9.699999999999989,65902.0
2137,0,0,1623,31.1,152,9.599999999999966,50475.3
2138,0,0,1734,30.6,154,9.699999999999989,53060.4
2139,0,0,1415,47.6,156,9.699999999999989,67354.0
2140,0,0,1419,46.6,158,9.699999999999989,66125.40000000001
2141,0,1,1577,34.9,160,9.599999999999966,55037.299999999996
2142,0,0,1376,60.3,163,9.599999999999966,82972.8
2143,0,1,1442,49.0,165,9.5,70658.0
2144,0,0,1451,40.5,168,9.5,58765.5
2145,0,0,1550,45.8,170,9.5,70990.0
2146,0,0,1647,32.9,172,9.5,54186.299999999996
2147,0,0,1550,33.7,174,9.5,52235.00000000001
2148,0,0,1583,34.1,176,9.5,53980.3
2149,0,0,1613,32.2,178,9.600000000000023,51938.600000000006
2150,0,2,1636,35.5,180,9.5,58078.0
2151,0,1,1289,51.5,185,9.399999999999977,66383.5
2152,0,1,1648,28.4,188,9.5,46803.2
2153,0,2,1397,45.4,191,9.5,63423.799999999996
2154,0,1,1767,24.8,196,9.599999999999966,43821.6
2155,0,0,1341,47.7,199,9.5,63965.700000000004
2156,0,1,1457,41.5,201,9.5,60465.5
2157,0,1,1939,19.8,204,9.600000000000023,38392.200000000004
2158,0,1,1399,49.7,207,9.5,69530.3
2159,0,1,1602,31.3,210,9.5,50142.6
2160,0,0,1507,41.0,213,9.600000000000023,61787.0
2161,0,0,1464,40.5,215,9.700000000000045,59292.0
2162,0,0,1336,42.1,217,9.600000000000023,56245.6
2163,0,0,1422,39.8,219,9.599999999999966,56595.6
2164,0,0,1540,36.7,221,9.599999999999966,56518.00000000001
2165,0,0,1476,47.8,223,9.600000000000023,70552.8
2166,1,1,1867,23.4,225,9.599999999999966,43687.799999999996
2167,0,2,1588,41.3,0,9.5,65584.4
2168,0,1,1420,49.5,5,9.600000000000023,70290.0
2169,0,0,1415,49.2,8,9.600000000000023,69618.0
2170,0,1,1500,43.3,10,9.700000000000045,64949.99999999999
2171,0,0,1502,44.6,13,9.600000000000023,66989.2
2172,0,0,1816,23.0,15,9.699999999999989,41768.0
2173,0,1,1495,41.6,17,9.699999999999989,62192.0
2174,0,0,1572,33.4,20,9.599999999999966,52504.799999999996
2175,0,1,1590,35.9,22,9.699999999999989,57081.0
2176,0,1,1387,48.3,25,9.699999999999989,66992.09999999999
2177,0,1,1393,47.7,28,9.599999999999966,66446.1
2178,0,0,1602,37.3,31,9.599999999999966,59754.6
2179,0,0,1601,33.3,33,9.599999999999966,53313.299999999996
2180,0,2,1597,36.3,35,9.599999999999966,57971.1
2181,0,2,1548,44.3,40,9.600000000000023,68576.4
2182,0,1,1314,61.8,45,9.699999999999989,81205.2
2183,0,1,1577,39.8,48,9.699999999999989,62764.6
2184,0,0,1475,43.4,51,9.599999999999966,64015.0
2185,0,0,1630,32.4,53,9.599999999999966,52812.0
2186,0,0,1445,42.9,55,9.699999999999989,61990.5
2187,0,1,1439,47.4,57,9.599999999999966,68208.59999999999
2188,0,0,1420,44.1,60,9.600000000000023,62622.0
2189,0,2,1554,41.6,62,9.5,64646.4
2190,0,1,1471,44.3,67,9.5,65165.299999999996
2191,0,0,1648,33.6,70,9.399999999999977,55372.8
2192,0,0,1472,48.8,72,9.399999999999977,71833.59999999999
2193,0,1,1448,42.9,74,9.399999999999977,62119.2
2194,0,1,1568,35.3,77,9.299999999999955,55350.399999999994
2195,0,0,1613,30.8,80,9.299999999999955,49680.4
2196,0,1,1551,35.4,82,9.199999999999989,54905.399999999994
2197,0,0,1412,49.2,85,9.300000000000011,69470.40000000001
2198,0,1,1478,41.0,87,9.199999999999989,60598.0
2199,0,1,1268,58.0,90,9.300000000000011,73544.0
2200,0,0,1546,35.6,93,9.300000000000011,55037.600000000006
2201,0,0,1567,36.1,95,9.199999999999989,56568.700000000004
2202,0,1,1548,35.7,97,9.300000000000011,55263.600000000006
2203,0,0,1614,30.8,100,9.199999999999989,49711.200000000004
2204,0,1,1352,46.1,102,9.400000000000034,62327.200000000004
2205,0,0,1624,34.6,105,9.300000000000011,56190.4
2206,0,0,1436,52.0,107,9.300000000000011,74672.0
2207,0,0,1591,37.5,109,9.399999999999977,59662.5
2208,0,2,1435,42.6,111,9.399999999999977,61131.0
2209,0,0,1386,49.4,116,9.5,68468.4
2210,0,0,1401,54.1,118,9.5,75794.1
2211,0,1,1245,64.0,120,9.399999999999977,79680.0
2212,0,0,1475,40.0,123,9.400000000000034,59000.0
2213,0,0,1473,39.4,125,9.400000000000034,58036.2
2214,0,2,1355,44.8,127,9.5,60703.99999999999
2215,0,2,1468,49.6,132,9.5,72812.8
2216,0,0,1645,30.8,137,9.5,50666.0
2217,0,0,1347,55.3,139,9.400000000000034,74489.09999999999
2218,0,0,1713,33.5,141,9.400000000000034,57385.5
2219,0,1,1435,48.4,143,9.5,69454.0
2220,0,1,1736,26.1,146,9.399999999999977,45309.600000000006
2221,0,0,1372,60.4,149,9.399999999999977,82868.8
2222,0,0,1605,33.0,151,9.300000000000011,52965.0
2223,0,0,1413,48.5,153,9.399999999999977,68530.5
2224,0,1,1645,31.9,155,9.300000000000011,52475.5
2225,0,1,1465,49.0,158,9.300000000000011,71785.0
2226,0,1,1685,27.8,161,9.299999999999955,46843.0
2227,0,0,1965,20.4,164,9.300000000000011,40086.0
2228,0,2,1542,41.8,166,9.200000000000045,64455.6
2229,0,0,1681,30.8,171,9.300000000000011,51774.8
2230,0,0,1446,45.7,173,9.199999999999989,66082.2
2231,0,0,1415,56.4,175,9.200000000000045,79806.0
2232,0,0,1672,30.5,177,9.100000000000023,50996.0
2233,1,0,2549,13.0,179,9.199999999999989,33137.0
2234,0,0,1492,40.5,181,9.200000000000045,60426.0
2235,0,1,1455,42.7,183,9.200000000000045,62128.50000000001
2236,0,1,1422,43.1,186,9.199999999999989,61288.200000000004
2237,0,0,1403,50.6,189,9.300000000000011,70991.8
2238,0,0,1474,49.6,191,9.300000000000011,73110.40000000001
2239,0,0,1381,50.0,193,9.400000000000034,69050.0
2240,0,0,1457,44.7,195,9.300000000000011,65127.9
2241,0,0,1711,28.9,197,9.199999999999989,49447.899999999994
2242,0,0,1667,29.0,199,9.199999999999989,48343.0
2243,0,0,1465,35.0,201,9.199999999999989,51275.0
2244,1,1,1542,37.5,203,9.099999999999966,57825.0
2245,0,1,1438,42.3,0,9.099999999999966,60827.399999999994
2246,0,0,1406,47.4,3,9.099999999999966,66644.4
2247,0,1,1396,48.5,5,9.199999999999989,67706.0
2248,0,1,1304,60.6,8,9.199999999999989,79022.40000000001
2249,0,0,1442,46.5,11,9.300000000000011,67053.0
2250,0,1,1396,48.7,13,9.199999999999989,67985.2
2251,0,2,1424,43.4,16,9.199999999999989,61801.6
2252,0,2,1451,42.8,21,9.199999999999989,62102.799999999996
2253,0,0,1386,54.1,26,9.199999999999989,74982.6
2254,0,0,1325,46.9,28,9.199999999999989,62142.5
2255,0,0,1559,33.7,30,9.199999999999989,52538.3
2256,0,0,1489,38.1,32,9.199999999999989,56730.9
2257,0,0,1892,25.2,34,9.199999999999989,47678.4
2258,0,0,1319,60.3,36,9.099999999999966,79535.7
2259,0,0,1431,52.3,38,9.199999999999989,74841.3
2260,0,2,1521,36.5,40,9.199999999999989,55516.5
2261,0,1,1435,45.2,45,9.099999999999966,64862.00000000001
2262,0,0,1533,42.4,48,9.199999999999989,64999.2
2263,0,1,1529,43.0,50,9.199999999999989,65747.0
2264,0,1,1415,43.5,53,9.199999999999989,61552.5
2265,0,1,1330,51.2,56,9.199999999999989,68096.0
2266,0,0,1381,60.6,59,9.300000000000011,83688.6
2267,0,0,1370,52.4,61,9.300000000000011,71788.0
2268,0,0,1438,46.6,63,9.300000000000011,67010.8
2269,0,0,1314,48.2,65,9.300000000000011,63334.8
2270,0,0,1437,48.1,67,9.300000000000011,69119.7
2271,0,0,1821,26.1,69,9.300000000000011,47528.100000000006
2272,0,1,1448,52.1,71,9.300000000000011,75440.8
2273,0,0,1589,32.7,74,9.199999999999989,51960.3
2274,0,0,1520,33.7,76,9.300000000000011,51224.00000000001
2275,0,0,1605,37.0,78,9.300000000000011,59385.0
2276,0,0,1393,54.2,80,9.399999999999977,75500.6
2277,0,2,1408,44.4,82,9.399999999999977,62515.2
2278,0,1,1459,35.6,87,9.399999999999977,51940.4
2279,0,0,1525,39.0,90,9.300000000000011,59475.0
2280,0,0,1390,57.0,92,9.400000000000034,79230.0
2281,0,0,1536,38.9,94,9.399999999999977,59750.399999999994
2282,0,0,1459,47.6,96,9.300000000000011,69448.40000000001
2283,0,0,1387,51.1,98,9.300000000000011,70875.7
2284,0,0,1378,53.4,100,9.300000000000011,73585.2
2285,0,0,1381,56.7,102,9.300000000000011,78302.7
2286,0,1,1289,60.5,104,9.300000000000011,77984.5
2287,0,0,1746,26.8,107,9.200000000000045,46792.8
2288,0,1,1541,39.1,109,9.200000000000045,60253.100000000006
2289,0,0,1504,37.8,112,9.300000000000011,56851.2
2290,0,1,1321,51.9,114,9.199999999999989,68559.9
2291,0,1,1886,20.9,117,9.300000000000011,39417.399999999994
2292,0,0,1422,53.2,120,9.299999999999955,75650.40000000001
2293,0,0,1520,38.3,122,9.399999999999977,58215.99999999999
2294,0,0,1627,32.6,124,9.400000000000034,53040.200000000004
2295,0,0,1512,37.2,126,9.300000000000011,56246.4
2296,0,0,1553,42.7,128,9.300000000000011,66313.1
2297,0,0,1802,26.0,130,9.399999999999977,46852.0
2298,0,0,1482,37.6,132,9.300000000000011,55723.200000000004
2299,1,0,1446,62.9,134,9.300000000000011,90953.4
2300,0,0,1371,50.5,136,9.300000000000011,69235.5
2301,0,1,1586,35.7,138,9.400000000000034,56620.200000000004
2302,0,0,1515,39.8,141,9.300000000000011,60296.99999999999
2303,0,0,1374,53.6,143,9.300000000000011,73646.40000000001
2304,0,0,1455,39.8,145,9.399999999999977,57908.99999999999
2305,0,2,1342,47.5,147,9.300000000000011,63745.0
2306,0,0,1260,57.8,152,9.5,72828.0
2307,0,2,1623,33.5,154,9.5,54370.5
2308,0,0,1371,55.5,159,9.399999999999977,76090.5
2309,0,0,1611,31.4,161,9.5,50585.399999999994
2310,0,1,1535,47.5,163,9.399999999999977,72912.5
2311,0,1,1491,38.5,166,9.5,57403.5
2312,0,1,1441,36.2,169,9.5,52164.200000000004
2313,0,1,1725,26.6,172,9.699999999999989,45885.0
2314,0,0,1368,47.2,175,9.699999999999989,64569.600000000006
2315,0,0,1526,37.9,177,9.699999999999989,57835.4
2316,0,0,1542,39.2,179,9.600000000000023,60446.4
2317,0,0,1605,31.1,181,9.600000000000023,49915.5
2318,0,0,1405,51.4,183,9.600000000000023,72217.0
2319,0,1,1700,33.5,185,9.600000000000023,56950.0
2320,0,2,1440,39.1,188,9.600000000000023,56304.0
2321,0,1,1314,52.5,193,9.600000000000023,68985.0
2322,0,0,1514,41.9,196,9.5,63436.6
2323,0,1,1401,47.0,198,9.5,65847.0
2324,0,0,1636,29.9,201,9.5,48916.399999999994
2325,0,0,1603,33.9,203,9.5,54341.7
2326,0,1,1487,52.6,205,9.300000000000011,78216.2
2327,0,1,1420,50.3,208,9.399999999999977,71426.0
2328,0,0,1579,36.3,211,9.399999999999977,57317.7
2329,0,0,1484,40.5,213,9.399999999999977,60102.0
2330,0,1,1390,49.3,215,9.399999999999977,68527.0
2331,1,0,1384,53.6,218,9.300000000000011,74182.40000000001
2332,1,0,1378,50.4,220,9.300000000000011,69451.2
2333,0,0,1445,45.2,222,9.300000000000011,65314.00000000001
2334,0,0,1445,43.5,224,9.199999999999989,62857.5
2335,0,0,1509,39.4,0,9.199999999999989,59454.6
2336,0,0,1434,46.8,2,9.199999999999989,67111.2
2337,0,0,1877,23.9,4,9.199999999999989,44860.299999999996
2338,0,0,1651,28.0,6,9.0,46228.0
2339,0,0,1466,41.3,8,9.0,60545.799999999996
2340,0,0,1479,40.7,10,9.0,60195.3
2341,0,0,1409,46.4,12,9.099999999999966,65377.6
2342,0,1,1674,28.2,14,9.0,47206.799999999996
2343,0,0,1305,61.4,17,9.199999999999989,80127.0
2344,0,1,1755,26.4,19,9.100000000000023,46332.0
2345,0,0,1475,38.7,22,9.199999999999989,57082.50000000001
2346,0,0,1402,47.7,24,9.199999999999989,66875.40000000001
2347,0,0,1410,43.0,26,9.100000000000023,60630.0
2348,0,0,1436,41.8,28,9.199999999999989,60024.799999999996
2349,0,1,1386,42.2,30,9.199999999999989,58489.200000000004
2350,0,0,1744,26.4,33,9.300000000000011,46041.6
2351,0,0,1393,48.4,35,9.199999999999989,67421.2
2352,0,1,1422,45.4,37,9.199999999999989,64558.799999999996
2353,0,0,1841,22.8,40,9.199999999999989,41974.8
2354,0,0,1433,37.7,42,9.300000000000011,54024.100000000006
2355,0,1,1305,60.6,44,9.199999999999989,79083.0
2356,0,2,1498,39.5,47,9.300000000000011,59171.0
2357,0,0,1772,26.1,52,9.199999999999989,46249.200000000004
2358,0,1,1381,42.5,54,9.199999999999989,58692.5
2359,0,0,1413,38.5,57,9.199999999999989,54400.5
2360,0,2,1388,53.2,59,9.199999999999989,73841.6
2361,0,1,1631,35.4,64,9.400000000000034,57737.399999999994
2362,0,2,1520,41.4,67,9.300000000000011,62928.0
2363,0,0,1510,45.4,72,9.199999999999989,68554.0
2364,0,0,1366,49.7,74,9.300000000000011,67890.2
2365,0,0,1845,22.9,76,9.100000000000023,42250.5
2366,0,0,1485,44.7,78,9.199999999999989,66379.5
2367,0,1,1496,39.4,80,9.199999999999989,58942.4
2368,0,1,1468,42.2,83,9.099999999999966,61949.600000000006
2369,0,1,1856,22.7,86,9.199999999999989,42131.2
2370,0,0,1620,34.1,89,9.199999999999989,55242.0
2371,0,0,1409,44.8,91,9.199999999999989,63123.2
2372,0,1,1404,49.4,93,9.199999999999989,69357.59999999999
2373,0,0,1350,51.3,96,9.199999999999989,69255.0
2374,0,1,1538,38.0,98,9.199999999999989,58444.0
2375,0,1,1476,32.7,101,9.199999999999989,48265.200000000004
2376,0,1,1364,51.8,104,9.100000000000023,70655.2
2377,0,1,1582,45.5,107,9.100000000000023,71981.0
2378,0,0,1348,56.1,110,9.099999999999966,75622.8
2379,0,2,1450,46.1,112,9.099999999999966,66845.0
2380,0,0,1242,60.9,117,9.100000000000023,75637.8
2381,0,0,1493,34.9,119,9.099999999999966,52105.7
2382,0,0,1601,31.4,121,9.199999999999989,50271.399999999994
2383,0,0,1568,33.3,123,9.099999999999966,52214.399999999994
2384,0,1,1506,38.0,125,9.199999999999989,57228.0
2385,0,0,1524,34.1,128,9.199999999999989,51968.4
2386,0,0,1543,37.9,130,9.299999999999955,58479.7
2387,0,1,1474,47.2,132,9.300000000000011,69572.8
2388,0,1,1526,37.3,135,9.300000000000011,56919.799999999996
2389,0,0,1867,27.0,138,9.300000000000011,50409.0
2390,0,0,1487,41.2,140,9.300000000000011,61264.4
2391,0,0,1580,32.6,142,9.199999999999989,51508.0
2392,0,0,1340,50.0,144,9.300000000000011,67000.0
2393,0,0,1544,41.6,146,9.300000000000011,64230.4
2394,0,0,1488,40.3,148,9.300000000000011,59966.399999999994
2395,0,1,1742,28.9,150,9.300000000000011,50343.799999999996
